Index_,event_unique_id,occurrencedate,reporteddate,premisetype,ucr_code,ucr_ext,offence,reportedyear,reportedmonth,reportedday,reporteddayofyear,reporteddayofweek,reportedhour,occurrenceyear,occurrencemonth,occurrenceday,occurrencedayofyear,occurrencedayofweek,occurrencehour,MCI,Division,Hood_ID,Neighbourhood,Long,Lat,ObjectId
140686,GO-20192104024,1572285600000,1572534000000,Commercial,2130,210,Theft Over,2019,October,31,304,Thursday  ,15,2019,October,28,301,Monday    ,18,Theft Over,D52,77,Waterfront Communities-The Island (77),-79.3887177,43.6439705,4030
142808,GO-20181771052,1537801200000,1537807680000,Commercial,2130,210,Theft Over,2018,September,24,267,Monday    ,16,2018,September,24,267,Monday    ,15,Theft Over,D22,17,Mimico (includes Humber Bay Shores) (17),-79.5246277,43.6158752,4031
122353,GO-20171414328,1501632300000,1502013720000,Outside,2132,200,Theft From Motor Vehicle Over,2017,August,6,218,Sunday    ,10,2017,August,2,214,Wednesday ,0,Theft Over,D52,78,Kensington-Chinatown (78),-79.3930435,43.6580391,4032
119697,GO-20162252837,1482254340000,1482254340000,Commercial,2133,200,Theft Over - Shoplifting,2016,December,20,355,Tuesday   ,17,2016,December,20,355,Tuesday   ,17,Theft Over,D51,71,Cabbagetown-South St.James Town (71),-79.3683014,43.6650581,4033
124311,GO-2016296884,1455865200000,1455880800000,Outside,2130,210,Theft Over,2016,February,19,50,Friday    ,11,2016,February,19,50,Friday    ,7,Theft Over,D31,24,Black Creek (24),-79.5344086,43.7727776,4034
147397,GO-2018749117,1524760200000,1524771780000,Outside,2130,210,Theft Over,2018,April,26,116,Thursday  ,19,2018,April,26,116,Thursday  ,16,Theft Over,D22,14,Islington-City Centre West (14),-79.5547104,43.6328049,4035
139039,GO-20182095147,1539590400000,1542135540000,Apartment,2130,210,Theft Over,2018,November,13,317,Tuesday   ,18,2018,October,15,288,Monday    ,8,Theft Over,D22,17,Mimico (includes Humber Bay Shores) (17),-79.4790192,43.6273079,4036
135945,GO-20189009820,1515153900000,1522240740000,Apartment,2130,210,Theft Over,2018,March,28,87,Wednesday ,12,2018,January,5,5,Friday    ,12,Theft Over,D13,101,Forest Hill South (101),-79.4174118,43.6857872,4037
149684,GO-20191838846,1556712000000,1569324060000,Commercial,2130,210,Theft Over,2019,September,24,267,Tuesday   ,11,2019,May,1,121,Wednesday ,12,Theft Over,D22,9,Edenbridge-Humber Valley (9),-79.5237122,43.6617088,4038
144811,GO-2019536869,1553083200000,1553697180000,Commercial,2130,210,Theft Over,2019,March,27,86,Wednesday ,14,2019,March,20,79,Wednesday ,12,Theft Over,D23,1,West Humber-Clairville (1),-79.5944519,43.7205162,4039
140699,GO-2019750675,1555599600000,1556279820000,Commercial,2130,210,Theft Over,2019,April,26,116,Friday    ,11,2019,April,18,108,Thursday  ,15,Theft Over,D11,86,Roncesvalles (86),-79.4420166,43.6480637,4040
140703,GO-20191188211,1561370520000,1561568820000,Commercial,2130,210,Theft Over,2019,June,26,177,Wednesday ,17,2019,June,24,175,Monday    ,10,Theft Over,D31,21,Humber Summit (21),-79.5344009,43.7671967,4041
140757,GO-20181393203,1532725200000,1532953080000,Commercial,2130,210,Theft Over,2018,July,30,211,Monday    ,12,2018,July,27,208,Friday    ,21,Theft Over,D14,77,Waterfront Communities-The Island (77),-79.3992767,43.6390991,4042
140768,GO-20182038249,1541203200000,1541376540000,Apartment,2130,210,Theft Over,2018,November,5,309,Monday    ,0,2018,November,3,307,Saturday  ,0,Theft Over,D51,75,Church-Yonge Corridor (75),-79.3820572,43.6683502,4043
140774,GO-201920379,1546257600000,1546602180000,Apartment,2130,210,Theft Over,2019,January,4,4,Friday    ,11,2018,December,31,365,Monday    ,12,Theft Over,D41,121,Oakridge (121),-79.2854004,43.6969986,4044
140776,GO-2019337550,1544529600000,1550854980000,Commercial,2130,210,Theft Over,2019,February,22,53,Friday    ,17,2018,December,11,345,Tuesday   ,12,Theft Over,D33,47,Don Valley Village (47),-79.3437195,43.7758369,4045
140777,GO-2018600984,1522774800000,1522833600000,Apartment,2132,200,Theft From Motor Vehicle Over,2018,April,4,94,Wednesday ,9,2018,April,3,93,Tuesday   ,17,Theft Over,D22,9,Edenbridge-Humber Valley (9),-79.5138931,43.6817131,4046
140790,GO-20192303962,1575027900000,1575045960000,Apartment,2130,210,Theft Over,2019,November,29,333,Friday    ,16,2019,November,29,333,Friday    ,11,Theft Over,D23,8,Humber Heights-Westmount (8),-79.5131454,43.6868515,4047
140800,GO-20191905167,1570104000000,1570105980000,Commercial,2130,210,Theft Over,2019,October,3,276,Thursday  ,12,2019,October,3,276,Thursday  ,12,Theft Over,D52,76,Bay Street Corridor (76),-79.3813324,43.6511726,4048
140820,GO-20191615806,1566644400000,1566665520000,House,2130,210,Theft Over,2019,August,24,236,Saturday  ,16,2019,August,24,236,Saturday  ,11,Theft Over,D32,33,Clanton Park (33),-79.4442902,43.7343521,4049
140835,GO-20192089186,1572110100000,1572355980000,Outside,2130,210,Theft Over,2019,October,29,302,Tuesday   ,13,2019,October,26,299,Saturday  ,17,Theft Over,D41,120,Clairlea-Birchmount (120),-79.2872772,43.7269402,4050
140840,GO-20192025482,1571528400000,1571577960000,Outside,2130,210,Theft Over,2019,October,20,293,Sunday    ,13,2019,October,19,292,Saturday  ,23,Theft Over,D51,75,Church-Yonge Corridor (75),-79.3793716,43.6618767,4051
140850,GO-20191200974,1561665600000,1561735440000,Commercial,2130,210,Theft Over,2019,June,28,179,Friday    ,15,2019,June,27,178,Thursday  ,20,Theft Over,D23,1,West Humber-Clairville (1),-79.6054993,43.7439194,4052
140967,GO-20191207525,1561680060000,1561801020000,House,2130,210,Theft Over,2019,June,29,180,Saturday  ,9,2019,June,28,179,Friday    ,0,Theft Over,D11,87,High Park-Swansea (87),-79.4788055,43.6410065,4053
140991,GO-20191765384,1568464080000,1568475000000,Commercial,2133,200,Theft Over - Shoplifting,2019,September,14,257,Saturday  ,15,2019,September,14,257,Saturday  ,12,Theft Over,D53,55,Thorncliffe Park (55),-79.3647995,43.7135696,4054
141002,GO-2019800371,1556818200000,1556893680000,Outside,2130,210,Theft Over,2019,May,3,123,Friday    ,14,2019,May,2,122,Thursday  ,17,Theft Over,D23,2,Mount Olive-Silverstone-Jamestown (2),-79.5783081,43.735508,4055
141044,GO-20191306406,1562959800000,1562962740000,Outside,2132,200,Theft From Motor Vehicle Over,2019,July,12,193,Friday    ,20,2019,July,12,193,Friday    ,19,Theft Over,D22,12,Markland Wood (12),-79.5758972,43.6425629,4056
141054,GO-20191936073,1570381200000,1570474080000,Outside,2132,200,Theft From Motor Vehicle Over,2019,October,7,280,Monday    ,18,2019,October,6,279,Sunday    ,17,Theft Over,D33,46,Pleasant View (46),-79.3266983,43.7746696,4057
141061,GO-20191435533,1564513260000,1564513260000,Commercial,2133,200,Theft Over - Shoplifting,2019,July,30,211,Tuesday   ,19,2019,July,30,211,Tuesday   ,19,Theft Over,D31,25,Glenfield-Jane Heights (25),-79.5153656,43.7576141,4058
141090,GO-20191672298,1566141120000,1567350720000,Commercial,2130,210,Theft Over,2019,September,1,244,Sunday    ,15,2019,August,18,230,Sunday    ,15,Theft Over,D52,76,Bay Street Corridor (76),-79.3837662,43.6557198,4059
141153,GO-20192172502,1573326000000,1573382220000,House,2132,200,Theft From Motor Vehicle Over,2019,November,10,314,Sunday    ,10,2019,November,9,313,Saturday  ,19,Theft Over,D54,57,Broadview North (57),-79.3541565,43.6876068,4060
141207,GO-20191751665,1560211260000,1568369220000,Commercial,2130,210,Theft Over,2019,September,13,256,Friday    ,10,2019,June,11,162,Tuesday   ,0,Theft Over,D52,76,Bay Street Corridor (76),-79.3799744,43.6540642,4061
141222,GO-20191152425,1561132800000,1561137600000,Other,2130,210,Theft Over,2019,June,21,172,Friday    ,17,2019,June,21,172,Friday    ,16,Theft Over,D52,78,Kensington-Chinatown (78),-79.3963776,43.6487656,4062
141234,GO-20191199723,1561710540000,1561710540000,Apartment,2130,200,Theft From Mail / Bag / Key,2019,June,28,179,Friday    ,8,2019,June,28,179,Friday    ,8,Theft Over,D51,72,Regent Park (72),-79.3665314,43.6607208,4063
141242,GO-20191911127,1570161600000,1570180560000,Other,2132,200,Theft From Motor Vehicle Over,2019,October,4,277,Friday    ,9,2019,October,4,277,Friday    ,4,Theft Over,D23,3,Thistletown-Beaumond Heights (3),-79.5793304,43.7430725,4064
141309,GO-20191377509,1563796740000,1563813420000,Commercial,2130,210,Theft Over,2019,July,22,203,Monday    ,16,2019,July,22,203,Monday    ,11,Theft Over,D14,95,Annex (95),-79.4045181,43.6665268,4065
141414,GO-20191179946,1561467600000,1561736820000,Outside,2132,200,Theft From Motor Vehicle Over,2019,June,28,179,Friday    ,15,2019,June,25,176,Tuesday   ,13,Theft Over,D53,95,Annex (95),-79.3963013,43.6740074,4066
141424,GO-20192373037,1575900540000,1575900540000,Outside,2130,200,Theft From Mail / Bag / Key,2019,December,9,343,Monday    ,14,2019,December,9,343,Monday    ,14,Theft Over,D51,72,Regent Park (72),-79.3622665,43.6560974,4067
141433,GO-20191609272,1566521040000,1566585000000,Commercial,2130,210,Theft Over,2019,August,23,235,Friday    ,18,2019,August,23,235,Friday    ,0,Theft Over,D32,27,York University Heights (27),-79.4669266,43.768856,4068
141439,GO-20191762820,1568408100000,1568424600000,House,2130,210,Theft Over,2019,September,14,257,Saturday  ,1,2019,September,13,256,Friday    ,20,Theft Over,D31,26,Downsview-Roding-CFB (26),-79.4768372,43.7378082,4069
141488,GO-20192102872,1571281200000,1572522300000,Apartment,2130,210,Theft Over,2019,October,31,304,Thursday  ,11,2019,October,17,290,Thursday  ,3,Theft Over,D53,104,Mount Pleasant West (104),-79.3914566,43.7117157,4070
141555,GO-20192245085,1574296200000,1574306220000,Outside,2132,200,Theft From Motor Vehicle Over,2019,November,21,325,Thursday  ,3,2019,November,21,325,Thursday  ,0,Theft Over,D32,37,Willowdale West (37),-79.4172974,43.7784004,4071
141558,GO-20192241405,1574413080000,1574441820000,Other,2130,210,Theft Over,2019,November,22,326,Friday    ,16,2019,November,22,326,Friday    ,8,Theft Over,D41,122,Birchcliffe-Cliffside (122),-79.271698,43.6872406,4072
141599,GO-20191370148,1563713100000,1563723720000,Other,2130,210,Theft Over,2019,July,21,202,Sunday    ,15,2019,July,21,202,Sunday    ,12,Theft Over,D52,78,Kensington-Chinatown (78),-79.3914032,43.65839,4073
141691,GO-20192102216,1570446000000,1572521520000,Apartment,2130,200,Theft From Mail / Bag / Key,2019,October,31,304,Thursday  ,11,2019,October,7,280,Monday    ,11,Theft Over,D54,54,O'Connor-Parkview (54),-79.2964249,43.7043915,4074
141695,GO-20191883812,1566637200000,1569855360000,House,2130,210,Theft Over,2019,September,30,273,Monday    ,14,2019,August,24,236,Saturday  ,9,Theft Over,D22,9,Edenbridge-Humber Valley (9),-79.5335617,43.6710777,4075
141723,GO-20192202003,1573750800000,1573750800000,Commercial,2130,210,Theft Over,2019,November,14,318,Thursday  ,17,2019,November,14,318,Thursday  ,17,Theft Over,D52,76,Bay Street Corridor (76),-79.3910294,43.6693611,4076
141742,GO-2019579694,1548979260000,1554044400000,Apartment,2130,210,Theft Over,2019,March,31,90,Sunday    ,15,2019,February,1,32,Friday    ,0,Theft Over,D51,74,North St.James Town (74),-79.3709106,43.6679115,4077
141754,GO-20192438630,1575331200000,1576693320000,Other,2130,210,Theft Over,2019,December,18,352,Wednesday ,18,2019,December,3,337,Tuesday   ,0,Theft Over,D33,52,Bayview Village (52),-79.3635941,43.770092,4078
141775,GO-20191309904,1561458720000,1563013920000,Apartment,2130,210,Theft Over,2019,July,13,194,Saturday  ,10,2019,June,25,176,Tuesday   ,10,Theft Over,D32,34,Bathurst Manor (34),-79.4387894,43.756794,4079
141779,GO-20191875726,1569715140000,1569755880000,Outside,2132,200,Theft From Motor Vehicle Over,2019,September,29,272,Sunday    ,11,2019,September,28,271,Saturday  ,23,Theft Over,D23,5,Elms-Old Rexdale (5),-79.5522919,43.7246895,4080
141793,GO-2019194025,1548866700000,1548933420000,Other,2130,211,Theft Over - Distraction,2019,January,31,31,Thursday  ,11,2019,January,30,30,Wednesday ,16,Theft Over,D23,1,West Humber-Clairville (1),-79.5725784,43.6952248,4081
141794,GO-20182224046,1543595100000,1543930200000,Commercial,2130,211,Theft Over - Distraction,2018,December,4,338,Tuesday   ,13,2018,November,30,334,Friday    ,16,Theft Over,D54,66,Danforth (66),-79.3208923,43.6839447,4082
141822,GO-2019948192,1543363200000,1558707000000,House,2130,210,Theft Over,2019,May,24,144,Friday    ,14,2018,November,28,332,Wednesday ,0,Theft Over,D14,82,Niagara (82),-79.3995285,43.6334,4083
141824,GO-2019413890,1551711600000,1551876240000,Commercial,2130,210,Theft Over,2019,March,6,65,Wednesday ,12,2019,March,4,63,Monday    ,15,Theft Over,D22,20,Alderwood (20),-79.5448608,43.600853,4084
141827,GO-2019450493,1552325400000,1552380060000,Commercial,2130,210,Theft Over,2019,March,12,71,Tuesday   ,8,2019,March,11,70,Monday    ,17,Theft Over,D22,9,Edenbridge-Humber Valley (9),-79.5104599,43.6606331,4085
141828,GO-20191840821,1569056400000,1569396720000,House,2130,210,Theft Over,2019,September,25,268,Wednesday ,7,2019,September,21,264,Saturday  ,9,Theft Over,D32,50,Newtonbrook East (50),-79.3983002,43.7945137,4086
141829,GO-20191846133,1569346200000,1569486420000,Commercial,2130,210,Theft Over,2019,September,26,269,Thursday  ,8,2019,September,24,267,Tuesday   ,17,Theft Over,D32,39,Bedford Park-Nortown (39),-79.42836,43.7312622,4087
141834,GO-20191956820,1570636800000,1570726920000,Other,2130,210,Theft Over,2019,October,10,283,Thursday  ,17,2019,October,9,282,Wednesday ,16,Theft Over,D33,49,Bayview Woods-Steeles (49),-79.3691254,43.7912979,4088
141838,GO-20191091956,1557230400000,1560436260000,Commercial,2130,200,Theft From Mail / Bag / Key,2019,June,13,164,Thursday  ,14,2019,May,7,127,Tuesday   ,12,Theft Over,D42,130,Milliken (130),-79.2529144,43.8108559,4089
141846,GO-20191592302,1563447600000,1566390540000,Outside,2130,210,Theft Over,2019,August,21,233,Wednesday ,12,2019,July,18,199,Thursday  ,11,Theft Over,D52,77,Waterfront Communities-The Island (77),-79.3902893,43.6478577,4090
141847,GO-20191241585,1562169600000,1562236080000,Commercial,2130,210,Theft Over,2019,July,4,185,Thursday  ,10,2019,July,3,184,Wednesday ,16,Theft Over,D12,110,Keelesdale-Eglinton West (110),-79.4828796,43.6883698,4091
141854,GO-20192088618,1572292800000,1572350880000,Outside,2132,200,Theft From Motor Vehicle Over,2019,October,29,302,Tuesday   ,12,2019,October,28,301,Monday    ,20,Theft Over,D51,75,Church-Yonge Corridor (75),-79.3742905,43.6535034,4092
141855,GO-20191378783,1563408060000,1563823800000,Commercial,2130,210,Theft Over,2019,July,22,203,Monday    ,19,2019,July,18,199,Thursday  ,0,Theft Over,D55,68,North Riverdale (68),-79.3484802,43.6782379,4093
141865,GO-20191097897,1559818800000,1560510540000,Commercial,2130,210,Theft Over,2019,June,14,165,Friday    ,11,2019,June,6,157,Thursday  ,11,Theft Over,D13,108,Briar Hill-Belgravia (108),-79.4594345,43.6989326,4094
141867,GO-20192295983,1534842000000,1574948880000,Apartment,2130,210,Theft Over,2019,November,28,332,Thursday  ,13,2018,August,21,233,Tuesday   ,9,Theft Over,D51,74,North St.James Town (74),-79.3704071,43.6702614,4095
141870,GO-2019688670,1552305600000,1555439460000,House,2130,210,Theft Over,2019,April,16,106,Tuesday   ,18,2019,March,11,70,Monday    ,12,Theft Over,D32,41,Bridle Path-Sunnybrook-York Mills (41),-79.3904724,43.7436562,4096
141882,GO-2019522205,1552435200000,1553285400000,Apartment,2130,200,Theft From Mail / Bag / Key,2019,March,22,81,Friday    ,20,2019,March,13,72,Wednesday ,0,Theft Over,D14,85,South Parkdale (85),-79.4369278,43.6396065,4097
141884,GO-20191243242,1559857500000,1562240760000,Commercial,2130,210,Theft Over,2019,July,4,185,Thursday  ,11,2019,June,6,157,Thursday  ,21,Theft Over,D54,54,O'Connor-Parkview (54),-79.295723,43.7081947,4098
141897,GO-20191833205,1531346400000,1569252180000,Apartment,2130,210,Theft Over,2019,September,23,266,Monday    ,15,2018,July,11,192,Wednesday ,22,Theft Over,D33,47,Don Valley Village (47),-79.3547363,43.7926636,4099
141898,GO-20192030566,1514764800000,1571649300000,Commercial,2130,220,Theft - Misapprop Funds Over,2019,October,21,294,Monday    ,9,2018,January,1,1,Monday    ,0,Theft Over,D14,85,South Parkdale (85),-79.4215775,43.6381111,4100
141905,GO-2019220533,1548835200000,1549289160000,Outside,2130,210,Theft Over,2019,February,4,35,Monday    ,14,2019,January,30,30,Wednesday ,8,Theft Over,D42,131,Rouge (131),-79.1994324,43.8076134,4101
141909,GO-2019316970,1539266400000,1550593680000,House,2130,210,Theft Over,2019,February,19,50,Tuesday   ,16,2018,October,11,284,Thursday  ,14,Theft Over,D22,11,Eringate-Centennial-West Deane (11),-79.5840225,43.6469421,4102
141920,GO-20192059029,1571953140000,1572015840000,Commercial,2130,210,Theft Over,2019,October,25,298,Friday    ,15,2019,October,24,297,Thursday  ,21,Theft Over,D23,1,West Humber-Clairville (1),-79.5990524,43.7181282,4103
141921,GO-20192276212,1571183400000,1574867400000,Apartment,2130,210,Theft Over,2019,November,27,331,Wednesday ,15,2019,October,15,288,Tuesday   ,23,Theft Over,D51,74,North St.James Town (74),-79.3737793,43.6672974,4104
141962,GO-20192398083,1576141200000,1576311060000,Apartment,2130,200,Theft From Mail / Bag / Key,2019,December,14,348,Saturday  ,8,2019,December,12,346,Thursday  ,9,Theft Over,D32,51,Willowdale East (51),-79.4087524,43.7628403,4105
141963,GO-20192199238,1564617660000,1573826040000,House,2130,210,Theft Over,2019,November,15,319,Friday    ,13,2019,August,1,213,Thursday  ,0,Theft Over,D53,98,Rosedale-Moore Park (98),-79.3735199,43.6752701,4106
141969,GO-2019868084,1557499020000,1557740520000,Commercial,2130,200,Theft From Mail / Bag / Key,2019,May,13,133,Monday    ,9,2019,May,10,130,Friday    ,14,Theft Over,D13,108,Briar Hill-Belgravia (108),-79.4635239,43.6984444,4107
141970,GO-2019730747,1554719400000,1556040660000,Outside,2132,200,Theft From Motor Vehicle Over,2019,April,23,113,Tuesday   ,17,2019,April,8,98,Monday    ,10,Theft Over,D41,138,Eglinton East (138),-79.2520523,43.7358513,4108
141973,GO-20192226485,1564665180000,1574082780000,Outside,2132,200,Theft From Motor Vehicle Over,2019,November,18,322,Monday    ,13,2019,August,1,213,Thursday  ,13,Theft Over,D23,4,Rexdale-Kipling (4),-79.5568619,43.7140121,4109
141975,GO-20191200122,1561379400000,1561714740000,Outside,2132,200,Theft From Motor Vehicle Over,2019,June,28,179,Friday    ,9,2019,June,24,175,Monday    ,12,Theft Over,D32,34,Bathurst Manor (34),-79.4414063,43.75494,4110
141999,GO-20191998772,1571170260000,1571259480000,Commercial,2132,200,Theft From Motor Vehicle Over,2019,October,16,289,Wednesday ,20,2019,October,15,288,Tuesday   ,20,Theft Over,D42,128,Agincourt South-Malvern West (128),-79.2564774,43.7853851,4111
142023,GO-20191933342,1569463800000,1570451220000,Apartment,2130,200,Theft From Mail / Bag / Key,2019,October,7,280,Monday    ,12,2019,September,26,269,Thursday  ,2,Theft Over,D14,85,South Parkdale (85),-79.4345169,43.6410294,4112
142024,GO-20192104165,1571997600000,1572535140000,Apartment,2130,210,Theft Over,2019,October,31,304,Thursday  ,15,2019,October,25,298,Friday    ,10,Theft Over,D53,104,Mount Pleasant West (104),-79.3932953,43.7090759,4113
142031,GO-20191893291,1568919600000,1569958440000,House,2132,200,Theft From Motor Vehicle Over,2019,October,1,274,Tuesday   ,19,2019,September,19,262,Thursday  ,19,Theft Over,D43,138,Eglinton East (138),-79.2455292,43.73946,4114
142036,GO-20192093140,1572390000000,1572403020000,Outside,2132,200,Theft From Motor Vehicle Over,2019,October,30,303,Wednesday ,2,2019,October,29,302,Tuesday   ,23,Theft Over,D52,78,Kensington-Chinatown (78),-79.3984451,43.6538963,4115
142090,GO-20191934715,1564673100000,1570461900000,Commercial,2130,210,Theft Over,2019,October,7,280,Monday    ,15,2019,August,1,213,Thursday  ,15,Theft Over,D42,130,Milliken (130),-79.2912521,43.805687,4116
142091,GO-20192086093,1572303600000,1572314220000,House,2132,200,Theft From Motor Vehicle Over,2019,October,29,302,Tuesday   ,1,2019,October,28,301,Monday    ,23,Theft Over,D43,137,Woburn (137),-79.2310715,43.746521,4117
142092,GO-20191952561,1570654440000,1571657940000,Commercial,2133,200,Theft Over - Shoplifting,2019,October,21,294,Monday    ,11,2019,October,9,282,Wednesday ,20,Theft Over,D42,130,Milliken (130),-79.2543335,43.8358841,4118
142131,GO-2019507334,1553187600000,1553285280000,Other,2130,210,Theft Over,2019,March,22,81,Friday    ,20,2019,March,21,80,Thursday  ,17,Theft Over,D31,27,York University Heights (27),-79.4998016,43.774353,4119
142136,GO-20192274777,1573940400000,1574680380000,Commercial,2130,210,Theft Over,2019,November,25,329,Monday    ,11,2019,November,16,320,Saturday  ,21,Theft Over,D31,22,Humbermede (22),-79.5327911,43.7494888,4120
142164,GO-20192380342,1569071580000,1576057920000,Apartment,2130,210,Theft Over,2019,December,11,345,Wednesday ,9,2019,September,21,264,Saturday  ,13,Theft Over,D51,74,North St.James Town (74),-79.376503,43.6664314,4121
142282,GO-2018568433,1522348200000,1522353960000,Outside,2132,200,Theft From Motor Vehicle Over,2018,March,29,88,Thursday  ,20,2018,March,29,88,Thursday  ,18,Theft Over,D33,50,Newtonbrook East (50),-79.3933563,43.7911301,4122
142383,GO-2018718004,1524290400000,1524387420000,Outside,2130,210,Theft Over,2018,April,22,112,Sunday    ,8,2018,April,21,111,Saturday  ,6,Theft Over,D42,131,Rouge (131),-79.2002792,43.8095055,4123
142384,GO-20189007839,1520946960000,1520962560000,Commercial,2133,200,Theft Over - Shoplifting,2018,March,13,72,Tuesday   ,17,2018,March,13,72,Tuesday   ,13,Theft Over,D53,100,Yonge-Eglinton (100),-79.4096222,43.7043648,4124
142436,GO-2018282701,1518586200000,1518586560000,Commercial,2133,200,Theft Over - Shoplifting,2018,February,14,45,Wednesday ,5,2018,February,14,45,Wednesday ,5,Theft Over,D42,128,Agincourt South-Malvern West (128),-79.2370605,43.7895584,4125
142474,GO-2018986100,1525086000000,1527794640000,Apartment,2130,210,Theft Over,2018,May,31,151,Thursday  ,19,2018,April,30,120,Monday    ,11,Theft Over,D12,111,Rockcliffe-Smythe (111),-79.4860992,43.6695061,4126
142494,GO-2018812425,1525550400000,1525560540000,House,2132,200,Theft From Motor Vehicle Over,2018,May,5,125,Saturday  ,22,2018,May,5,125,Saturday  ,20,Theft Over,D22,16,Stonegate-Queensway (16),-79.5184097,43.6422882,4127
142500,GO-2018878139,1526380200000,1526410260000,Commercial,2130,210,Theft Over,2018,May,15,135,Tuesday   ,18,2018,May,15,135,Tuesday   ,10,Theft Over,D23,1,West Humber-Clairville (1),-79.6039124,43.7436447,4128
142541,GO-20181244368,1531075200000,1531075800000,House,2130,211,Theft Over - Distraction,2018,July,8,189,Sunday    ,18,2018,July,8,189,Sunday    ,18,Theft Over,D32,33,Clanton Park (33),-79.4450607,43.7432137,4129
142565,GO-20181096023,1529174040000,1529174160000,Commercial,2133,200,Theft Over - Shoplifting,2018,June,16,167,Saturday  ,18,2018,June,16,167,Saturday  ,18,Theft Over,D33,47,Don Valley Village (47),-79.3437195,43.7758369,4130
142623,GO-20181244656,1530975600000,1531079160000,Outside,2130,210,Theft Over,2018,July,8,189,Sunday    ,19,2018,July,7,188,Saturday  ,15,Theft Over,D51,75,Church-Yonge Corridor (75),-79.3794708,43.6560364,4131
142639,GO-20181448979,1533646800000,1533652740000,Commercial,2130,210,Theft Over,2018,August,7,219,Tuesday   ,14,2018,August,7,219,Tuesday   ,13,Theft Over,D41,127,Bendale (127),-79.2746506,43.776947,4132
142669,GO-20181564939,1535113800000,1535118120000,Commercial,2130,210,Theft Over,2018,August,24,236,Friday    ,13,2018,August,24,236,Friday    ,12,Theft Over,D23,1,West Humber-Clairville (1),-79.5873032,43.689518,4133
142704,GO-20189025715,1533571740000,1533826080000,Commercial,2133,200,Theft Over - Shoplifting,2018,August,9,221,Thursday  ,14,2018,August,6,218,Monday    ,16,Theft Over,D23,1,West Humber-Clairville (1),-79.5655136,43.709156,4134
142724,GO-2018864441,1526153400000,1526469180000,Outside,2132,200,Theft From Motor Vehicle Over,2018,May,16,136,Wednesday ,11,2018,May,12,132,Saturday  ,19,Theft Over,D31,21,Humber Summit (21),-79.5529861,43.751442,4135
142739,GO-20181464433,1533693600000,1533828540000,Outside,2130,210,Theft Over,2018,August,9,221,Thursday  ,15,2018,August,8,220,Wednesday ,2,Theft Over,D22,14,Islington-City Centre West (14),-79.5513916,43.6176491,4136
142740,GO-20181567487,1534275000000,1535142300000,House,2132,200,Theft From Motor Vehicle Over,2018,August,24,236,Friday    ,20,2018,August,14,226,Tuesday   ,19,Theft Over,D55,65,Greenwood-Coxwell (65),-79.3221436,43.6746979,4137
142800,GO-20181576629,1535257800000,1535272260000,Apartment,2130,210,Theft Over,2018,August,26,238,Sunday    ,8,2018,August,26,238,Sunday    ,4,Theft Over,D14,82,Niagara (82),-79.417244,43.6409912,4138
119698,GO-20162252837,1482254340000,1482254340000,Commercial,2130,211,Theft Over - Distraction,2016,December,20,355,Tuesday   ,17,2016,December,20,355,Tuesday   ,17,Theft Over,D51,71,Cabbagetown-South St.James Town (71),-79.3683014,43.6650581,4139
144814,GO-2019584405,1554016800000,1554115920000,Commercial,2130,210,Theft Over,2019,April,1,91,Monday    ,10,2019,March,31,90,Sunday    ,7,Theft Over,D23,1,West Humber-Clairville (1),-79.5800934,43.6983452,4140
147406,GO-201945848,1546257600000,1546959660000,Commercial,2130,210,Theft Over,2019,January,8,8,Tuesday   ,15,2018,December,31,365,Monday    ,12,Theft Over,D41,120,Clairlea-Birchmount (120),-79.2827606,43.7279472,4141
135968,GO-2018267560,1518386400000,1518447600000,Apartment,2130,200,Theft From Mail / Bag / Key,2018,February,12,43,Monday    ,15,2018,February,11,42,Sunday    ,22,Theft Over,D41,124,Kennedy Park (124),-79.2659149,43.7274132,4142
124314,GO-2016328033,1455888600000,1456324800000,Commercial,2130,200,Theft From Mail / Bag / Key,2016,February,24,55,Wednesday ,14,2016,February,19,50,Friday    ,13,Theft Over,D14,85,South Parkdale (85),-79.4291306,43.6385841,4143
149694,GO-20191827542,1568325600000,1569336420000,Commercial,2130,210,Theft Over,2019,September,24,267,Tuesday   ,14,2019,September,12,255,Thursday  ,22,Theft Over,D52,77,Waterfront Communities-The Island (77),-79.3923264,43.6460571,4144
122415,GO-20171917782,1508621400000,1508753220000,Outside,2130,210,Theft Over,2017,October,23,296,Monday    ,10,2017,October,21,294,Saturday  ,21,Theft Over,D41,122,Birchcliffe-Cliffside (122),-79.2685928,43.6847305,4145
147407,GO-201983172,1547334000000,1547465940000,Outside,2132,200,Theft From Motor Vehicle Over,2019,January,14,14,Monday    ,11,2019,January,12,12,Saturday  ,23,Theft Over,D14,84,Little Portugal (84),-79.4237289,43.6411324,4146
139118,GO-2019652292,1551176520000,1554975540000,Apartment,2130,200,Theft From Mail / Bag / Key,2019,April,11,101,Thursday  ,9,2019,February,26,57,Tuesday   ,10,Theft Over,D51,75,Church-Yonge Corridor (75),-79.38311,43.6613731,4147
122431,GO-20171122031,1498150800000,1498226520000,Other,2130,230,Theft Of Utilities Over,2017,June,23,174,Friday    ,14,2017,June,22,173,Thursday  ,17,Theft Over,D22,17,Mimico (includes Humber Bay Shores) (17),-79.5084305,43.6137123,4148
