id,title,price,sqft,image,url,post_published_date,lat,long,postal_code,FSA,rental_type,bedrooms,bathrooms,furnished,pet_friendly,description,source
k_1517212296,1-bedroom Loft in the Historic St. Lawrence District,2090,560,https://i.ebayimg.com/00/s/NjAwWDgwMA==/z/NNgAAOSwn1dfMWtI/$_27.JPG,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/1-bedroom-loft-in-the-historic-st-lawrence-district/1517212296,2020-08-10,43.6486881,43.6486881,M5E 1Z7,M5E,condo,1,1,False,False,"1-bedroom Loft in the Historic St. Lawrence Lofts heritage building. Post and Beam, Skylight, Exposed Brick, Barn Door, Granite Countertops, 10' Ceilings, Hardwood Throughout",Kijiji
k_1514842893,Beautiful Bright (1 Bed plus  Den) Condo with Lake View,2490,930,https://i.ebayimg.com/00/s/NDQyWDgwMA==/z/yiUAAOSwvY5fIHee/$_27.JPG,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/beautiful-bright-1-bed-plus-den-condo-with-lake-view/1514842893,2020-08-07,43.6187536,43.6187536,M8V 3X9,M8V,condo,1,1,True,False,"Available on August 15th. Beautiful bright condo with lake view (southwest facing, ceiling-high windows). Spacious master bedroom with walk-in closet (double doors). Den (french doors). Fully renovated bathroom with separate shower and jacuzzi bathtub (with timer). Open-concept living room. Full kitchen (stove/oven, refrigerator, freezer, dishwasher, microwave) with window to living room. In-unit washer and dryer (double doors in bathroom). Wifi and cable. 1 parking spot included (underground). Building amenities: pool, hot tub, sauna, squash courts, billiards, gym, event rooms, outdoor BBQ. Available furnished or unfurnished. Utilities included.",Kijiji
k_1517798644,Ultra-Quiet Condo in Dorset Park,1899,628,https://i.ebayimg.com/00/s/NTMzWDgwMA==/z/IhsAAOSwKJJfNWZN/$_27.PNG,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/ultra-quiet-condo-in-dorset-park/1517798644,2020-08-13,43.76443889999999,43.76443889999999,M1P 5C7,M1P,condo,1,1,False,False,"811-8 Mondeo Dr, Scarborough, ON M1P 5C7, Canada
Bright, Spacious, Open Concept One Bedroom Condo In Very Well Maintained Building. Clear Breath Taking North View Of The City, Featuring Laminated Floor In Living/Dining,Ceramic Kitchen With Breakfast Bar, A-Lot Of Cabinet Storage, Walk Out To Large Balcony From Living Room, 4 Pieces Washroom With Bathtub,Large Bedroom With Double Closet, Laundry In The Unit For Anytime Use,Hydro Included In The Rent,Building Has A Lot Of Amenities,Comes With Parking/Locker
Extras
Fridge, Stove, B/I Dishwasher, Washer/Dryer All Elf, Window Coverings, 1 Parking And 1 Locker
""Call Adil at 647-782-5748""",Kijiji
k_1517834197,Brand new 1B+1B in downtown Toronto for lease,1950,558,https://i.ebayimg.com/00/s/NjAwWDgwMA==/z/zDAAAOSw-NhfNY1o/$_27.JPG,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/brand-new-1b-1b-in-downtown-toronto-for-lease/1517834197,2020-08-13,43.6454218,43.6454218,M5A 0S6,M5A,condo,1,1,False,False,"Brand New, Never Lived In. 'Daniels Lighthouse East Tower Condo' 1B (558 Sf.) With Modern Finishes. 4 Piece Bathroom, Large Closet, West Facing Balcony. Smooth/Flat Ceilings. Steps To Sugar Beach, Loblaws, Lcbo, St Lawrence Market, Island Ferry, Union Station And More! Be The First To Live In This Sought After Building.**** EXTRAS **** Built-In Premium Appliances; Stove, Fridge, Oven, Dishwasher, Washer & Dryer,Extras:Built-In Premium Appliances; Stove, Fridge, Oven, Dishwasher, Washer & Dryer, (27010457)",Kijiji
k_1517845997,"New Downtown Luxury 1 BR Condo for Rent (@ 365 Church), No Parki",1850,498,https://i.ebayimg.com/00/s/NDUwWDgwMA==/z/lYIAAOSwdu9fNZ3i/$_27.JPG,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/new-downtown-luxury-1-br-condo-for-rent-365-church-no-parki/1517845997,2020-08-13,43.66090519999999,43.66090519999999,M5B 1Z9,M5B,condo,1,1,False,False,"New Condo in Toronto downtown area. Close to TTC subway, TGH, UHN, Ryerson, U of T, Eaton Centre, College Park, Loblaws, Metro. Great for professionals, walking distance to downtown core financial district",Kijiji
k_1517848134,"2 BEDROOM, 1 BATHROOM LONGTERM RENTAL",2450,752,https://i.ebayimg.com/00/s/NjAwWDgwMA==/z/eOUAAOSw7MlfNZ-3/$_27.JPG,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/2-bedroom-1-bathroom-longterm-rental/1517848134,2020-08-13,43.655423,43.655423,M5B 2R9,M5B,apartment,2,1,True,False,"2 bedroom, 1 den, & 1 bathroom apartment available for students, couples, or families.
Location: Near Yonge & Dundas ( 6 minute walk)
Price: $2450/month - Includes All bills and utilities
Both bedrooms are furnished with a bed, table and drawers. Both bedrooms also have a built in closet.
There is also a dryer and washer in the apartment. It includes all kitchen utensils and kitchen tools. All you need is to move in!",Kijiji
k_1517872909,1 Bedroom 1 Bath - 1 Year Lease - September 15th,2000,750,https://i.ebayimg.com/00/s/NjAwWDgwMA==/z/esAAAOSw~MlfNcFS/$_27.JPG,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/1-bedroom-1-bath-1-year-lease-september-15th/1517872909,2020-08-13,43.6548421,43.6548421,M5B 2R6,M5B,condo,1,1,False,True,"September 15th lease start. Located right at Dundas Square. Seconds away from public transit, bars/restaurants, shops, Eaton Centre and more! 1 bedroom, 1 bath, solid size living room and kitchen. Balcony looks out onto Dundas Square. Balcony is about 20 feet long so loads of space! Kitchen has an island with the ability to have bar stools on the one side. Bedroom is large, able to fit a king size bed and still have room to walk around the sides and have a TV stand. 24/7 Concierge/security. Building management is extremely friendly, understanding and cooperative. In unit laundry. You have control over the units heat and ac. Everything included except wifi. Monthly paid parking spot is available in the building. 750 credit score minimum",Kijiji
k_1517871400,BRAND NEW DOWNTOWN CONDO (BACHELOR STUDIO),1350,400,https://i.ebayimg.com/00/s/NjAwWDgwMA==/z/Xz4AAOSwwMZfNb2w/$_27.JPG,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/brand-new-downtown-condo-bachelor-studio/1517871400,2020-08-13,43.6574924,43.6574924,M5B 2C2,M5B,condo,0,1,False,False,"Brand new never before lived in Bachelor Studio Condo located at the Corner of Dundas & Jarvis (Dundas Square Gardens). Large porch with a beautiful view and ceiling windows with roll up blinds! Appliances included: dishwasher, fridge/freezer, microwave, stacked washing machine and dryer. Quartz kitchen counter top. Few minutes walk to Eaton Center, Yonge St, Ryerson University and Groceries. Starbucks, Tim Horton and bus stop right outside of the building. Amazing amenities, fully equipped gym, rooftop swimming pool and lounge. At this great price, the opening won't last long, please contact ASAP.",Kijiji
k_1517866538,Studio Condo in Liberty Village,1650,400,http://img.youtube.com/vi/JJbRPB9pbY0/0.jpg,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/studio-condo-in-liberty-village/1517866538,2020-08-13,43.6387639,43.6387639,M6K 3R5,M6K,condo,0,1,False,True,"Stunning Studio Unit In The Heart Of Liberty Village. Unit Is South Facing With Lots Of Sunlight. Unobstructed Views Of The Exhibition Grounds And BMO Stadium. Large Balcony, Modern Bathroom, Kitchen With Dark Wood Cabinetry And Stainless Steel Appliances, Open Concept. FULLY FURNISHED OPTIONAL. REQUEST PICTURES/VIDEO.",Kijiji
k_1517876522,Downtown Toronto Condo Front/Spadina one bedroom at Cityplace,1950,585,https://i.ebayimg.com/00/s/NTMzWDgwMA==/z/oeUAAOSwZpJfNcY~/$_27.JPG,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/downtown-toronto-condo-front-spadina-one-bedroom-at-cityplace/1517876522,2020-08-13,43.6405535,43.6405535,M5V4A9,M5V,condo,1,1,False,False,"ONE BDRM downtown condo facing northwest. 17th floor (Unobstructed city and partial lake view) . 585 sq ft. + Balcony. 21 Iceboat Terrace, M5V4A9",Kijiji
k_1517875634,2Bed/2Bath - 880 SQ Foot Condo For Rent - 68 Abell,2900,880,http://img.youtube.com/vi/XDIAEpNoa6c/0.jpg,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/2bed-2bath-880-sq-foot-condo-for-rent-68-abell/1517875634,2020-08-13,43.642313,43.642313,M6J 0B1,M6J,condo,2,2,False,True,"880 SQ FT Penthouse Downtown Condo In The Heart Of Queen West, Available to rent for August 30th/September 1st.",Kijiji
k_1517875551,1 Bedroom+Den in 1 Bedford Rd.,2800,660,https://i.ebayimg.com/00/s/NjAwWDgwMA==/z/YLUAAOSwPEFfNcP9/$_27.JPG,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/1-bedroom-den-in-1-bedford-rd/1517875551,2020-08-13,43.6686152,43.6686152,M5R 2J7,M5R,condo,1,1,False,False,"Live in Prestigious 1 Bedford Condo. Great Upscale Building Located on Bloor St. Just Across From the University of Toronto, Conservatory of Music and Royal Ontario Museum. Spacious Split Layout 1 Bedroom + Den. The Den is a Separate Room with Sliding Doors and Can Be Used as a 2nd Bedroom or an Office. Walk-Out From Living Room to Private Balcony. Great 5 Star Amenities: Indoor Pool, Elegant Party Room, Gym, Sauna, Steam Room, 24 Hr Concierge, Visitor Parking. Tenant Pays Own Hydro. One Parking and One Locker Are Included in Price.",Kijiji
k_1517875451,PH 1 - 235 Sherway Gardens RD,2300,950,https://i.ebayimg.com/00/s/Mzg5WDgwMA==/z/MaEAAOSwgbxfNcNQ/$_27.JPG,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/ph-1-235-sherway-gardens-rd/1517875451,2020-08-13,43.6092614,43.6092614,M9C 0A2,M9C,condo,2,2,False,False,"This is a penthouse large 2-bedroom condo with 9ft ceilings with2 full bathrooms and a very large balcony. It is steps from Sherway Mall and located at the intersection of the QEW and Hwy 427 that gives you great access throughout the city.
This unit includes 2 parking spots and a storage locker.",Kijiji
k_1517874683,Brand new 1+1 bedroom condo downtown near Yonge&Dundas:77 Shuter,1825,554,https://i.ebayimg.com/00/s/ODAwWDYwMA==/z/xZIAAOSwyaNfNcN0/$_27.JPG,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/brand-new-1-1-bedroom-condo-downtown-near-yonge-dundas:77-shuter/1517874683,2020-08-13,43.6551361,43.6551361,,M5B,condo,1,1,False,False,"Brand new, never lived in 1+Den, 554 sqft
Conveniently located on the podium, with all amenities.
South exposure
High 10 ft ceilings
With locker
Designer kitchen
Walk in closet",Kijiji
k_1517874578,Yonge & Sheppard  1 Bedrooom + Den Condo,1950,600,https://i.ebayimg.com/00/s/NjI1WDgyOA==/z/GYwAAOSwm0BfNcRB/$_27.JPG,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/yonge-sheppard-1-bedrooom-den-condo/1517874578,2020-08-13,43.75655649999999,43.75655649999999,M2N 7A9,M2N,condo,1,1,False,True,"Lovely 1 Bedroom + Den Condo in the vibrant Yonge and Sheppard area. Close to TTC, parks, and supermarkets. The bulling has a outdoor BBQ, party room, gym, and 24 hour concierge.",Kijiji
k_1517874443,2 BEDROOM APARTMENT NEAR KEELE AND WILSON,1695,700,https://i.ebayimg.com/00/s/MTYwMFgxMjAw/z/lH0AAOSweRhfNcGs/$_27.JPG,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/2-bedroom-apartment-near-keele-and-wilson/1517874443,2020-08-13,43.7354832,43.7354832,M3M2H2,M3M,apartment,2,2,False,False,"Renovated 2 Bedroom apartment with locker near Keele and Wilson available for rent IMMEDIATELY.
This apartment is close to all amenities like grocery store,Banks,library,TTC and Humber Hospital.",Kijiji
k_1517872867,Bright & Spacious 1-Bdrm plus den @ Yonge/Finch area,1750,681,https://i.ebayimg.com/00/s/ODAwWDYwMA==/z/I2IAAOSw0SJfNbT8/$_27.JPG,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/bright-spacious-1-bdrm-plus-den-yonge-finch-area/1517872867,2020-08-13,43.7876713,43.7876713,M2M3V8,M2M,apartment,1,1,False,False,"*Newly renovated kitchen, freshly painted throughout, and refinished parquet hardwood flooring.*
Will be ready for September 1st move-in.",Kijiji
k_1517871962,"Bedroom in 2 Bedroom Condo (Private Washroom, Balcony)",1350,300,https://i.ebayimg.com/00/s/ODAwWDYwMA==/z/DWYAAOSwxelfNb~K/$_27.JPG,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/bedroom-in-2-bedroom-condo-private-washroom-balcony/1517871962,2020-08-13,43.6395258,43.6395258,M6K 3S2,M6K,condo,2,2,False,False,"Unit: 1 Bedroom in 2 Bedroom Condo (Private Washroom, Balcony - 23rd floor)",Kijiji
k_1513434779,"31 Spencer Avenue - 0 Bedroom, 1 Bathroom for Rent",1639,403,https://i.ebayimg.com/00/s/NzY4WDExNTI=/z/XE8AAOSwrz5fFvSw/$_27.JPG,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/31-spencer-avenue-0-bedroom-1-bathroom-for-rent/1513434779,2020-08-13,43.6349883,43.6349883,M6K 2J9,M6K,apartment,0,1,False,True,"photos depict similar suite finishes, not actual suite",Kijiji
k_1505792365,"41 Dundonald Street - 1 Bedroom, 1 Bathroom for Rent",1809,534,https://i.ebayimg.com/00/s/NzY4WDExNTI=/z/d38AAOSwwTtfBcuv/$_27.JPG,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/41-dundonald-street-1-bedroom-1-bathroom-for-rent/1505792365,2020-08-13,43.666207,43.666207,M4Y 1K6,M4Y,apartment,1,1,False,True,"41 Dundonald Street features a welcoming lobby, tastefully-decorated hallways, and recently-renovated suites complete with laminate flooring and stainless-steel appliances. Renovations to enhance the common areas of the building are scheduled for 2020.",Kijiji
k_1513433963,"The Maitlands - 2 Bedroom, 1 Bathroom for Rent",2299,686,https://i.ebayimg.com/00/s/NzY4WDExNjA=/z/5GwAAOSwFkJfFvPt/$_27.JPG,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/the-maitlands-2-bedroom-1-bathroom-for-rent/1513433963,2020-08-13,43.66461049999999,43.66461049999999,M4Y 1C5,M4Y,apartment,2,1,False,True,"Contact Timbercreek Communities today! Nestled in the Yonge and Wellesley neighbourhood with tree-lined streets, quaint restaurants and cafes. Built in 1900, it retains the original hardwood floors and stained glass windows, and fully renovated with modern stainless steel appliances, including dishwasher, custom cabinets and ceramic tile. Close to shops, TTC and University of Toronto. A must-see!",Kijiji
k_1513433914,"100 Gowan Court - 2 Bedroom, 1 Bathroom, (JR) for Rent",2274,606,https://i.ebayimg.com/00/s/NzY4WDExNTE=/z/AjwAAOSwYPJfFvPn/$_27.JPG,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/100-gowan-court-2-bedroom-1-bathroom-jr-for-rent/1513433914,2020-08-13,43.6882914,43.6882914,M4K 2E2,M4K,apartment,2,1,False,True,"Newly Renovated 2 Bedroom apartment.  Great community and wonderful views! Apply Today!People love living in Pape Village – and so will you! Shopping and entertainment options, parks and Centennial College are mere minutes away. Our 2 bedroom suites boast open concept living areas with gleaming parquet floors. Enjoy cooking in your spacious kitchen with stainless steel appliances, granite countertops, and plenty of cupboard space. Sip your morning coffee from your private balcony as you overlook breathtaking views of the city. Your new home can easily access public transit and the Don Valley. Our amenities include a fully equipped fitness center and social space with both a party room and BBQ patio! Call us today to learn about our incentives!!",Kijiji
k_1513510776,"165 Bathurst - 0 Bedroom, 1 Bathroom for Rent",1879,532,https://i.ebayimg.com/00/s/NzY4WDExNTI=/z/-p4AAOSwJ85fF0sJ/$_27.JPG,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/165-bathurst-0-bedroom-1-bathroom-for-rent/1513510776,2020-08-13,43.6467709,43.6467709,M5V 3C2,M5V,apartment,0,1,False,True,"Contact Timbercreek Communities today! The Fashion District just got an amazing, newly renovated residence. Sitting at the corner of Bathurst & Richmond, it features 13-foot ceilings, and new designer-blessed kitchens and bathrooms. The neighbourhood boasts bars/restaurants, stores and much more. Plus, the streetcar stops at your front door! Bachelors to 2 Bedrooms + Dens available.",Kijiji
k_1505796285,OPEN HOUSE: Thursday August 13th from 7 PM to 9 PM,2524,702,https://i.ebayimg.com/00/s/NTMzWDgwMA==/z/-m4AAOSw7z1e4XMa/$_27.JPG,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/open-house:-thursday-august-13th-from-7-pm-to-9-pm/1505796285,2020-08-13,43.6403508,43.6403508,M6K 1Z6,M6K,apartment,2,1,False,True,"Situated minutes away from Liberty Village in Toronto, with hundreds of stores and restaurants right at your door step, Dufferin Crossing is the building to be in.",Kijiji
k_1511402447,"630 Vesta - 2 Bedroom, 1 Bathroom for Rent",2139,842,https://i.ebayimg.com/00/s/NzY4WDExNTA=/z/bcYAAOSwwX9fCMaH/$_27.JPG,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/630-vesta-2-bedroom-1-bathroom-for-rent/1511402447,2020-08-13,43.70299670000001,43.70299670000001,M5N 1J1,M5N,apartment,2,1,False,True,"photos depict similar suite finishes, not actual suite",Kijiji
k_1511216091,1 Bedroom For Rent - North York,1769,650,https://i.ebayimg.com/00/s/NzY4WDExNTA=/z/0lQAAOSwh7RfB3H~/$_27.JPG,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/1-bedroom-for-rent-north-york/1511216091,2020-08-13,43.7870977,43.7870977,M2R 1Z8,M2R,apartment,1,1,False,True,"Valencia Towers is conveniently located moments away from all the major highways and premium shopping at Promenade Mall! From the new windows and chocolate parquet floors to the new kitchen and lighting, our condo-style 1 bedroom suites are newly renovated with new flooring, ceramic tile and chic bathrooms. Sip your morning coffee from your balcony and enjoy the features and convenience of having a modern kitchen with granite countertops and stainless steel appliances, including a refrigerator, stove, and dishwasher.",Kijiji
k_1513433909,"Roselawn Manor - 0 Bedroom, 1 Bathroom for Rent",1749,480,https://i.ebayimg.com/00/s/NzY4WDExNTI=/z/RiMAAOSwBXxfFvPk/$_27.JPG,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/roselawn-manor-0-bedroom-1-bathroom-for-rent/1513433909,2020-08-13,43.7100082,43.7100082,M4R 1E7,M4R,apartment,0,1,False,True,"During these difficult times, rest assured that our leasing teams across the country are still available to help you with your search for a new home. While we are working remotely, we have all the tools and technology necessary to support you in finding your perfect home while adhering to the COVID-19 social distancing requirements. Our teams are available through email, video conferencing and telephone . We look forward to assisting you.",Kijiji
k_1508850792,2 Bedroom For Rent - Forest Hill - Renovated - Family-Friendly,2199,952,https://i.ebayimg.com/00/s/NzY4WDEwMjQ=/z/v0YAAOSw3Ate9zeb/$_27.JPG,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/2-bedroom-for-rent-forest-hill-renovated-family-friendly/1508850792,2020-08-13,43.7051417,43.7051417,M5N 1L1,M5N,apartment,2,1,False,True,"photos depict similar suite finishes, not actual suite",Kijiji
k_1516443384,1 Bedroom - Upper Beaches! Spacious Upgraded Suites! Call now!,1839,740,https://i.ebayimg.com/00/s/NDY1WDcwMA==/z/MCUAAOSwjJlfLBO7/$_27.JPG,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/1-bedroom-upper-beaches-spacious-upgraded-suites-call-now/1516443384,2020-08-13,43.678792,43.678792,M4E 1R1,M4E,apartment,1,1,False,True,"photos depict similar suite finishes, not actual suite",Kijiji
k_1515568332,1 Bedroom - 1 bathroom - Pet Friendly - Davisville,1759,594,https://i.ebayimg.com/00/s/NzY4WDExNTI=/z/ePYAAOSwYdZfJcx1/$_27.JPG,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/1-bedroom-1-bathroom-pet-friendly-davisville/1515568332,2020-08-13,43.6944803,43.6944803,M4V 2A1,M4V,apartment,1,1,False,True,"Looking for an amazing 1 bedroom apartment in Midtown Toronto? Our new vacancy, located at the edge of the Davisville Village area, might be perfect for you. Hurry, vacant suites in this incredible community won't last long!",Kijiji
k_1505787741,Renovated 1 Bedroom | Wellesley Village | In-Suite Laundry,1869,551,https://i.ebayimg.com/00/s/NzY4WDExNTI=/z/gxkAAOSwHLhfBcuI/$_27.JPG,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/renovated-1-bedroom-wellesley-village-in-suite-laundry/1505787741,2020-08-13,43.6655881,43.6655881,M4Y 1H8,M4Y,apartment,1,1,False,True,"Looking for an amazing one-bedroom or bachelor apartment in Downtown Toronto? One of our new vacancies in the heart of Wellesley Village might be perfect for you. Hurry, these fabulous apartments won’t last long.",Kijiji
k_1513434785,"100 Tyndall Avenue - 1 Bedroom, 1 Bathroom for Rent",1789,650,https://i.ebayimg.com/00/s/NzY4WDExNTI=/z/zrsAAOSwh4BfFvSw/$_27.JPG,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/100-tyndall-avenue-1-bedroom-1-bathroom-for-rent/1513434785,2020-08-13,43.6364183,43.6364183,M6K 2E2,M6K,apartment,1,1,False,True,"photos depict similar suite finishes, not actual suite",Kijiji
k_1512490771,"Valencia Towers - 0 Bedroom, 0 Bathroom for Rent",1659,425,https://i.ebayimg.com/00/s/NzY4WDExNTI=/z/qbAAAOSwN45fEF-o/$_27.JPG,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/valencia-towers-0-bedroom-0-bathroom-for-rent/1512490771,2020-08-13,43.7870977,43.7870977,M2R 1Z8,M2R,apartment,0,1,False,True,"Contact Timbercreek Communities today! From the new windows and chocolate parquet floors to the new kitchen and lighting, everything is ready for your move! You'll be moments away from all the major highways, premium shopping at Promenade Mall, upscale dining, entertainment and more! Public transit is right at your doorstep, providing easy access to York University & Finch station.",Kijiji
k_1505787776,"31 Spencer Avenue - 2 Bedroom, 1 Bathroom for Rent",2359,900,https://i.ebayimg.com/00/s/NzY4WDExNTI=/z/4lEAAOSw3dNe~H3w/$_27.JPG,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/31-spencer-avenue-2-bedroom-1-bathroom-for-rent/1505787776,2020-08-13,43.6349883,43.6349883,M6K 2J9,M6K,apartment,2,1,False,True,"photos depict similar suite finishes, not actual suite",Kijiji
k_1512490770,"Valencia Towers - 3 Bedroom, 2 Bathroom for Rent",2549,1216,https://i.ebayimg.com/00/s/NzY4WDExNTI=/z/P-8AAOSwq-NfEF-o/$_27.JPG,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/valencia-towers-3-bedroom-2-bathroom-for-rent/1512490770,2020-08-13,43.7870977,43.7870977,M2R 1Z8,M2R,apartment,3,2,False,True,"Contact Timbercreek Communities today! From the new windows and chocolate parquet floors to the new kitchen and lighting, everything is ready for your move! You'll be moments away from all the major highways, premium shopping at Promenade Mall, upscale dining, entertainment and more! Public transit is right at your doorstep, providing easy access to York University & Finch station.",Kijiji
k_1508852006,"41 Dundonald Street - 0 Bedroom, 1 Bathroom for Rent",1719,399,https://i.ebayimg.com/00/s/NzY4WDExNTI=/z/HDcAAOSwxIVe9zkn/$_27.JPG,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/41-dundonald-street-0-bedroom-1-bathroom-for-rent/1508852006,2020-08-13,43.666207,43.666207,M4Y 1K6,M4Y,apartment,0,1,False,True,"41 Dundonald Street features a welcoming lobby, tastefully-decorated hallways, and recently-renovated suites complete with laminate flooring and stainless-steel appliances. Renovations to enhance the common areas of the building are scheduled for 2020.",Kijiji
k_1510265487,Upgraded Bachelor For Rent w/ In-Suite Laundry - Liberty Village,1619,370,https://i.ebayimg.com/00/s/MzQwWDUwOQ==/z/slYAAOSwqhtfANoj/$_27.JPG,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/upgraded-bachelor-for-rent-w-in-suite-laundry-liberty-village/1510265487,2020-08-13,43.6371527,43.6371527,M6K 1Z4,M6K,apartment,0,1,False,True,"Liberty Village is one of the city’s hottest neighbourhoods with an array of restaurants, pubs and shops! Our suites have been completely renovated with modern new appliances, an open concept kitchen and in-suite laundry! On your balcony, you’ll enjoy premium views of the city skyline, Lake Ontario and the CN Tower!",Kijiji
k_1505787735,Renovated Bachelor | Wellesley Village | with In-Suite Laundry,1559,422,https://i.ebayimg.com/00/s/NzY4WDExNTI=/z/bdIAAOSwIOlfBcuH/$_27.JPG,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/renovated-bachelor-wellesley-village-with-in-suite-laundry/1505787735,2020-08-13,43.6655881,43.6655881,M4Y 1H8,M4Y,apartment,0,1,False,True,"Looking for an amazing one-bedroom or bachelor apartment in Downtown Toronto? One of our new vacancies in the heart of Wellesley Village might be perfect for you. Hurry, these fabulous apartments won’t last long.",Kijiji
k_1511215957,Upgraded Jr. 1 Bed For Rent w/ In-Suite Laundry-Liberty Village,1559,470,https://i.ebayimg.com/00/s/MzQwWDUwOQ==/z/MA0AAOSwk25fB3He/$_27.JPG,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/upgraded-jr-1-bed-for-rent-w-in-suite-laundry-liberty-village/1511215957,2020-08-13,43.6371527,43.6371527,M6K 1Z4,M6K,apartment,1,1,False,True,"Contact Timbercreek Communities today! Liberty Village is one of the city’s hottest neighbourhoods with an array of restaurants, pubs and shops! Our suites have been completely renovated with modern new appliances, an open concept kitchen and in-suite laundry! On your balcony, you’ll enjoy premium views of the city skyline, Lake Ontario and the CN Tower!",Kijiji
k_1512074771,"1577 Lawrence Avenue West - 1 Bedroom, 1 Bathroom for Rent",1629,742,https://i.ebayimg.com/00/s/NzY4WDExNTI=/z/wCsAAOSwIvlfFvQG/$_27.JPG,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/1577-lawrence-avenue-west-1-bedroom-1-bathroom-for-rent/1512074771,2020-08-13,43.7054357,43.7054357,M6L 1C4,M6L,apartment,1,1,False,True,"photos depict similar suite finishes, not actual suite",Kijiji
k_1508850890,"Garden View Apartments - 1 Bedroom, 1 Bathroom for Rent",1679,603,https://i.ebayimg.com/00/s/Njk1WDEwNDM=/z/HnMAAOSw0Yxe9ze0/$_27.JPG,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/garden-view-apartments-1-bedroom-1-bathroom-for-rent/1508850890,2020-08-13,43.6618894,43.6618894,M5A 2S4,M5A,apartment,1,1,False,True,"Contact Timbercreek Communities today! Toronto's notorious traffic? Forget about it!  You can walk to Ryerson, George Brown, Eaton Centre and the financial district. Transit options, from subway to streetcar and buses, are nearby. Your new home features upgraded in-suite finishes, and spacious living and kitchen areas. Your balcony is the perfect place to unwind and enjoy a great view of the city.",Kijiji
k_1513434374,"2360 Weston Road - 1 Bedroom, 1 Bathroom for Rent",1759,669,https://i.ebayimg.com/00/s/NzY4WDExNTI=/z/wIsAAOSw93dfFvRd/$_27.JPG,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/2360-weston-road-1-bedroom-1-bathroom-for-rent/1513434374,2020-08-13,43.7058616,43.7058616,M9N 1Y9,M9N,apartment,1,1,False,True,"photos depict similar suite finishes, not actual suite",Kijiji
k_1508850924,Renovated Bachelor For Rent - Forest Hill -,1609,340,https://i.ebayimg.com/00/s/NzY4WDExNTI=/z/IS0AAOSwjBde9ze3/$_27.JPG,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/renovated-bachelor-for-rent-forest-hill/1508850924,2020-08-13,43.7032216,43.7032216,M5N 2L9,M5N,apartment,0,1,False,True,"During these difficult times, rest assured that our leasing teams across the country are still available to help you with your search for a new home. While we are working remotely, we have all the tools and technology necessary to support you in finding your perfect home while adhering to the COVID-19 social distancing requirements. Our teams are available through email, video conferencing and telephone . We look forward to assisting you.",Kijiji
k_1505787809,"157 & 165 Jameson Avenue - 0 Bedroom, 1 Bathroom for Rent",1449,372,https://i.ebayimg.com/00/s/NzY4WDExNTI=/z/y-UAAOSwUg5e~H3y/$_27.JPG,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/157-165-jameson-avenue-0-bedroom-1-bathroom-for-rent/1505787809,2020-08-13,43.6376809,43.6376809,M6K 2Y4,M6K,apartment,0,1,False,True,"photos depict similar suite finishes, not actual suite",Kijiji
